ORF,RNA Change (q-value FDR),Protein Change (q-value FDR),(C4)_030_rna,(C4)_060_rna,(C4)_090_rna,(C4)_120_rna,(C4)_240_rna,(C5)_030_rna,(C5)_060_rna,(C5)_090_rna,(C5)_120_rna,(C5)_240_rna,(C6)_030_rna,(C6)_060_rna,(C6)_090_rna,(C6)_120_rna,(C6)_240_rna,(C4)_030_protein,(C4)_060_protein,(C4)_090_protein,(C4)_120_protein,(C4)_240_protein,(C5)_030_protein,(C5)_060_protein,(C5)_090_protein,(C5)_120_protein,(C5)_240_protein,(C6)_030_protein,(C6)_060_protein,(C6)_090_protein,(C6)_120_protein,(C6)_240_protein
YNR011C,0.004701,,0.11,-0.11,-0.07,-0.18,-0.09,0.03,-0.12,-0.25,-0.17,-0.08,0.08,0.01,-0.18,-0.1,-0.18,,,,,,,,,,,,,,,
YNR014W,0,,1.92,1.21,1.12,0.93,0.71,3.86,1.18,1.19,1.19,0.82,3.33,1.67,0.65,0.94,0.73,,,,,,,,,,,,,,,
YNR015W,4E-06,,-0.78,-0.32,-0.42,-0.33,-0.34,-0.77,-0.4,-0.77,-0.54,-0.19,-0.93,0.09,-0.35,-0.39,-0.58,,,,,,,,,,,,,,,
YNR017W,0.000354,,-0.41,0.05,0.11,0.17,-0.02,-0.93,0.02,0.07,0.28,-0.02,-0.97,-0.2,-0.02,-0.17,-0.3,,,,,,,,,,,,,,,
YNR020C,0.256317,,-0.07,0.21,-0.02,0.08,0.01,-0.19,-0.07,0.02,-0.15,0.12,-0.35,-0.13,-0.07,-0.18,-0.18,,,,,,,,,,,,,,,
YNR022C,0.011216,,-0.11,0.11,-0.11,0.14,-0.24,-0.78,-0.43,-0.31,-0.42,-0.14,-0.8,-0.23,-0.08,-0.56,-0.29,,,,,,,,,,,,,,,
YNR023W,0.019744,,0.09,0.3,0.21,0.18,0.07,-0.02,0.09,0.08,0.1,0.17,-0.02,0.24,0.05,0.06,-0.07,,,,,,,,,,,,,,,
YNR025C,0.089266,,0.12,-0.09,-0.01,-0.15,0.04,-0.05,-0.06,-0.1,-0.08,0.02,-0.06,-0.08,0.02,-0.22,0.06,,,,,,,,,,,,,,,
YNR027W,5.3E-05,,-0.38,-0.3,-0.3,-0.17,0.04,-0.59,-0.34,-0.48,-0.49,-0.13,-0.52,-0.08,-0.35,-0.41,-0.44,,,,,,,,,,,,,,,
YNR028W,0.042175,,-0.12,0.02,0.02,-0.07,-0.08,-0.17,0.19,0.2,-0.02,0.02,-0.33,-0.09,0.15,0.02,-0.05,,,,,,,,,,,,,,,
YNR029C,0.029416,,-0.02,0.13,-0.14,-0.12,-0.01,-0.3,-0.1,-0.07,-0.27,0.11,-0.36,-0.11,-0.12,-0.16,-0.16,,,,,,,,,,,,,,,
YNR031C,0.033998,,-0.05,-0.01,0.02,-0.02,-0.07,-0.19,-0.1,0,-0.01,-0.1,-0.26,-0.16,-0.12,-0.11,-0.34,,,,,,,,,,,,,,,
YNR032W,0.000153,,0.28,0.09,-0.03,0.19,0.18,0.86,0.23,0.19,0.25,0.23,0.63,0.08,0.13,0.2,0.08,,,,,,,,,,,,,,,
YNR034W-A,0,,2.12,0.86,1.31,2,1.06,1.21,0.67,1.04,1.47,0.75,2.15,0.36,0.9,0.9,0.76,,,,,,,,,,,,,,,
YNR036C,0.004818,,0.76,0.56,0.74,0.78,0.63,0.04,0.27,0.46,0.61,0.46,-0.1,0.37,0.32,0.04,0.03,,,,,,,,,,,,,,,
YNR040W,0.029546,,0.23,0.33,0.19,0.52,0.55,0.16,0.2,0.22,0.21,0.37,-0.02,0.38,0.04,-0.08,-0.11,,,,,,,,,,,,,,,
YNR041C,0.056554,,-0.25,0.07,0.29,0.28,0.54,-0.42,-0.28,-0.02,0.07,0.05,-0.29,0.11,0.05,0,-0.01,,,,,,,,,,,,,,,
YNR042W,0.701013,,0.15,0.14,-0.05,0.13,0.12,0.07,-0.02,-0.1,0.01,0.01,-0.11,-0.2,-0.24,-0.29,-0.07,,,,,,,,,,,,,,,
YNR044W,0.181501,,-0.28,-0.49,-0.13,0.04,0.48,-0.13,-0.72,-1.28,-0.56,-0.47,0.1,0.18,-0.42,0.33,0.41,,,,,,,,,,,,,,,
YNR045W,0.000223,,0.2,0.37,0.1,0.35,0.14,0.46,0.17,0.16,0.17,0.27,0.41,0.41,0.1,0.12,-0.03,,,,,,,,,,,,,,,
YNR048W,0.466713,,-0.09,0.03,0.01,0.15,0.33,0.26,-0.06,-0.02,0.08,0.02,-0.06,0.25,-0.01,-0.04,0.09,,,,,,,,,,,,,,,
YNR052C,1E-05,,0.49,0.11,0.13,-0.01,0.14,0.52,0.14,0.22,0.09,0.22,0.4,0.23,0.09,0.08,0.02,,,,,,,,,,,,,,,
YNR055C,0.003187,,-0.44,-0.32,-0.28,-0.13,0.25,-0.13,-0.62,-0.47,-0.32,-0.09,0.11,-0.22,-0.28,-0.15,0.03,,,,,,,,,,,,,,,
YNR056C,0.731512,,-0.08,-0.09,0.07,-0.03,0.02,-0.03,0.03,0,0.05,0.04,0.03,-0.04,0.02,0.09,0.07,,,,,,,,,,,,,,,
YNR057C,0.053564,,-0.09,0.08,0.08,0.2,0.15,0.08,0.02,-0.04,0.04,0.12,-0.01,0.17,-0.05,0.08,0.18,,,,,,,,,,,,,,,
YNR058W,0.003668,,0.12,0.03,0.13,0.09,0.08,0.68,0.14,0.15,0.15,0.17,0.65,0.24,-0.01,0.01,-0.08,,,,,,,,,,,,,,,
YNR059W,0.000636,,0.24,-0.03,0.15,0.07,0.15,1.27,0.08,0.2,0.37,0.17,1.02,0.07,0.15,0.43,0.25,,,,,,,,,,,,,,,
YNR060W,0.001776,,0.68,-0.79,-0.5,-0.72,-0.57,2.55,0,-0.07,-0.03,0.15,2.51,-0.21,-0.02,0.3,0.58,,,,,,,,,,,,,,,
YNR061C,0.000202,,0.39,-0.12,0.13,-0.16,0.37,0.7,0.09,0.11,0.18,0.25,0.93,0.17,0.31,0.3,0.56,,,,,,,,,,,,,,,
YNR062C,0.005834,,-0.21,-0.15,-0.19,-0.14,-0.06,-0.15,-0.18,-0.13,0,-0.02,-0.11,-0.05,-0.09,-0.05,-0.01,,,,,,,,,,,,,,,
YNR063W,0,,-0.5,-0.38,-0.33,-0.38,-0.21,-0.55,-0.31,-0.21,-0.27,-0.09,-0.6,-0.26,-0.36,-0.29,-0.34,,,,,,,,,,,,,,,
YNR064C,0.011792,,0.18,0.08,0.12,0.06,0.02,0.17,0.11,0.08,0.07,-0.02,0.09,0.21,0.04,0.01,-0.05,,,,,,,,,,,,,,,
YNR065C,0.07025,,-0.02,-0.15,-0.13,-0.19,-0.34,0.04,0.17,0.1,-0.1,-0.17,0.06,0.01,-0.02,-0.01,-0.16,,,,,,,,,,,,,,,
YNR066C,0.064573,,-0.23,-0.16,-0.2,-0.09,-0.32,0.06,0.13,-0.04,-0.02,-0.09,0.1,0.04,-0.17,-0.06,-0.29,,,,,,,,,,,,,,,
YNR067C,0,,-1.13,-0.38,-0.5,-0.17,-0.52,-1.86,-0.3,-0.49,-0.39,-0.65,-1.5,-0.09,-0.46,-0.34,-0.38,,,,,,,,,,,,,,,
YNR068C,0.146941,,0.01,-0.24,-0.04,-0.05,-0.04,0.55,0.21,0.16,0.1,0.18,0.29,0.3,0.13,0.26,0.49,,,,,,,,,,,,,,,
YNR069C,0.001888,,0,0.18,0.05,0.04,0.13,0.47,0.3,0.17,0.2,0.25,0.24,0.32,0.1,0.12,0.25,,,,,,,,,,,,,,,
YNR070W,0.115563,,-0.04,-0.01,-0.06,-0.03,-0.06,-0.09,-0.04,-0.01,-0.05,-0.08,-0.08,-0.03,-0.12,-0.09,-0.11,,,,,,,,,,,,,,,
YNR071C,0.005762,,0.02,0.13,0.08,0.16,-0.01,0.16,0.06,0.15,0.13,0.15,0.15,0.18,0.07,0.27,0.05,,,,,,,,,,,,,,,
YNR072W,0.408416,,-0.01,0.04,0,0.03,-0.07,-0.09,-0.07,0.01,-0.07,-0.04,-0.08,-0.11,-0.12,-0.08,-0.09,,,,,,,,,,,,,,,
YNR073C,0.00064,,-0.04,-0.21,-0.22,-0.18,-0.16,0,-0.13,-0.17,-0.2,-0.17,-0.23,-0.23,-0.39,-0.47,-0.41,,,,,,,,,,,,,,,
YNR075W,0.130722,,-0.46,-0.1,0.1,0.06,0.02,-0.28,-0.3,-0.15,-0.08,-0.18,-0.17,0.12,-0.03,0.44,0.23,,,,,,,,,,,,,,,
YNR076W,0.057845,,-0.23,-0.04,0.26,0.46,0.16,0.54,-0.08,0.05,0.17,0.28,-0.06,0.44,0.19,0.49,0.26,,,,,,,,,,,,,,,
YNR077C,0.025703,,0.13,-0.07,-0.03,-0.2,-0.07,0.33,0.15,0.06,-0.23,-0.3,0.15,-0.09,0.16,-0.1,-0.01,,,,,,,,,,,,,,,
YOL001W,0.000738,,-0.16,-0.47,-0.34,-0.16,-0.19,0.02,-0.16,-0.29,0.09,-0.24,0.01,-0.57,-0.45,0.22,-0.05,,,,,,,,,,,,,,,
YOL002C,1E-06,,-0.77,-0.35,-0.16,-0.22,-0.24,-0.71,-0.52,-0.16,0.08,-0.57,-0.73,-0.65,-0.14,-0.17,-0.27,,,,,,,,,,,,,,,
YOL006C,0.105048,,0,0.1,0.1,-0.04,0.11,-0.41,-0.22,-0.38,-0.27,-0.05,-0.31,-0.18,-0.07,-0.33,-0.25,,,,,,,,,,,,,,,
YOL007C,0.001627,,0.83,0.62,-0.12,0.31,-0.04,0.86,1.21,0.51,0.31,0.69,0.16,0.65,0.56,-0.01,-0.01,,,,,,,,,,,,,,,
YOL008W,0.001808,,-0.34,-0.36,-0.25,-0.43,-0.13,0.12,-0.23,-0.33,-0.19,-0.2,-0.17,-0.23,-0.22,-0.09,-0.09,,,,,,,,,,,,,,,
YOL009C,0.000237,,0.37,0.07,0.01,0.06,-0.09,0.69,0.26,0.1,0.13,0.06,0.41,0,-0.01,0.17,0.07,,,,,,,,,,,,,,,
YOL011W,2E-06,,0.23,0.32,0.56,0.73,0.46,0.92,0.86,0.69,0.71,0.56,0.78,0.99,0.6,0.74,0.6,,,,,,,,,,,,,,,
YOL013C,0.000244,,0.46,0.11,0.17,-0.18,-0.03,1.02,0.26,0.42,0.39,0.12,0.86,0.29,0.23,0.4,0.28,,,,,,,,,,,,,,,
YOL013W-A,0.000393,,0.49,-0.37,0.79,1,0.71,0.53,0.24,0.49,0.25,0.85,0.86,-0.03,0.84,1.55,2.15,,,,,,,,,,,,,,,
YOL013W-B,0.596809,,0.03,0.02,-0.06,-0.19,-0.01,0,0.04,-0.04,-0.04,-0.15,0.02,-0.11,0.07,0,-0.04,,,,,,,,,,,,,,,
YOL014W,1.1E-05,,-1.13,-1.09,-0.66,-0.76,-0.9,-0.98,-1.27,-1.21,-1.65,-1.19,-0.97,-0.37,-0.55,-0.68,-0.42,,,,,,,,,,,,,,,
YOL015W,0.94861,,-0.18,-0.07,-0.07,-0.11,-0.15,0.07,0.04,-0.03,-0.01,0.05,0.07,0.13,0.02,0.09,-0.05,,,,,,,,,,,,,,,
YOL017W,1E-05,,-0.23,0.48,0.19,0.27,0.17,-0.14,0.32,0.36,0.17,0.2,-0.09,0.38,0.38,0.2,0.02,,,,,,,,,,,,,,,
YOL018C,0.004439,,0.26,0.31,0.25,0.19,0.08,0.09,0.08,0.02,0.02,0.09,0.15,0.29,0.3,0.12,0,,,,,,,,,,,,,,,
YOL019W,0.004522,,-0.33,0.1,-0.17,0.12,0.08,-0.19,0.49,0.1,0.21,0.13,-0.39,0.25,-0.06,-0.07,0.01,,,,,,,,,,,,,,,
YOL019W-A,0.497478,,0.04,0.28,-0.1,0.1,0.54,-0.11,-0.07,-0.42,0,-0.06,-0.02,0.02,-0.01,-0.03,-0.07,,,,,,,,,,,,,,,
YOL020W,0.335453,,0.01,0.09,0.29,0.11,0.36,-0.16,-0.01,0.1,-0.03,0.04,-0.2,-0.02,0.07,-0.19,-0.13,,,,,,,,,,,,,,,
YOL023W,0.193569,,-0.06,0.04,-0.02,-0.03,-0.06,-0.16,-0.1,0.1,0.03,0.01,-0.16,-0.16,-0.04,-0.11,-0.11,,,,,,,,,,,,,,,
YOL025W,3.8E-05,,0.43,0.06,0.05,0.02,0.12,0.9,0.32,0.24,0.31,0.13,0.91,0.29,0.2,0.3,0.31,,,,,,,,,,,,,,,
YOL026C,0.000145,,0.35,0.57,0.58,0.6,0.53,-0.09,0.51,0.61,0.47,0.6,-0.16,0.39,0.44,0.12,0.07,,,,,,,,,,,,,,,
YOL028C,0.00686,,-0.03,-0.33,0.01,-0.1,-0.22,-0.48,-0.24,-0.59,-0.5,-0.2,-0.46,0.03,-0.29,-0.25,-0.44,,,,,,,,,,,,,,,
YOL029C,0.040138,,-0.23,0.03,0.22,-0.07,-0.07,-0.6,-0.25,-0.47,-0.45,-0.35,-0.58,0.04,-0.17,0.06,0.07,,,,,,,,,,,,,,,
YOL033W,0.003825,,0.01,0.21,0.03,0.2,0.13,0.06,0.14,0.13,0.14,0.21,0.16,0.25,0.18,0.08,0.01,,,,,,,,,,,,,,,
YOL034W,0.000306,,-0.3,-0.01,-0.05,-0.06,-0.19,-0.3,-0.22,-0.13,-0.16,-0.08,-0.3,-0.15,-0.08,-0.18,-0.33,,,,,,,,,,,,,,,
YOL035C,0.812184,,0.01,0.1,-0.01,-0.12,-0.15,0.1,-0.05,0.06,-0.07,0.04,-0.1,0.03,0,-0.04,0.07,,,,,,,,,,,,,,,
YOL036W,0.000838,,0.27,0.03,0.14,0.01,-0.13,0.65,0.01,0.09,0.05,0.12,0.43,-0.05,-0.01,-0.05,-0.08,,,,,,,,,,,,,,,
YOL037C,0.341654,,0.04,-0.06,0.02,-0.05,-0.09,0.1,-0.02,0.01,-0.12,0.05,0.06,-0.09,-0.04,-0.05,0.05,,,,,,,,,,,,,,,
YOL042W,0.003752,,0.03,-0.17,-0.12,-0.18,-0.4,0.19,-0.06,0.08,-0.08,-0.18,0.13,-0.28,-0.1,-0.06,-0.21,,,,,,,,,,,,,,,
YOL043C,0.003745,,0.14,0.04,-0.15,-0.08,-0.21,0.15,-0.02,-0.08,-0.17,-0.03,0.12,-0.09,-0.16,-0.22,-0.26,,,,,,,,,,,,,,,
YOL044W,0.339245,,0.03,-0.33,-0.23,-0.24,-0.27,0.2,0.18,0.13,-0.01,-0.02,0.17,0.07,0.02,-0.13,-0.14,,,,,,,,,,,,,,,
YOL046C,0.213522,,-0.14,-0.14,-0.09,-0.13,-0.07,0.05,0.03,0,0.04,0.07,-0.14,-0.25,-0.2,-0.24,-0.15,,,,,,,,,,,,,,,
YOL047C,0.16818,,-0.03,0.14,0.01,0.02,0.2,0.1,0.02,0.05,0.07,0.08,0.15,0,0,0.01,0.08,,,,,,,,,,,,,,,
YOL048C,0,,1.72,0.71,0.53,0.64,0.29,2.22,1.34,1.12,1.06,0.64,2.2,0.88,0.58,0.76,0.39,,,,,,,,,,,,,,,
YOL050C,0.666287,,0.03,0.02,0.04,0.11,-0.04,0.08,-0.14,-0.13,0.07,0,0.02,-0.03,0.1,0.02,0.2,,,,,,,,,,,,,,,
YOL052C-A,0,,6.63,4.4,4.64,5.24,4.93,6.31,4.89,5.03,5.4,4.38,5.49,5.07,4.02,4.39,4.26,,,,,,,,,,,,,,,
YOL053W,0.00091,,0.3,0.36,0.16,0.48,0.27,0.52,-0.04,0.11,0.12,0.27,0.58,0.47,0.18,0.21,-0.02,,,,,,,,,,,,,,,
YOL054W,0.000438,,-0.24,-0.08,-0.33,-0.32,-0.14,-0.59,-0.43,-0.35,-0.53,-0.21,-0.41,0.13,-0.17,-0.3,-0.42,,,,,,,,,,,,,,,
YOL062C,0.007867,,0.26,-0.02,-0.04,-0.06,0.09,0.38,0.16,0.12,0.05,0.16,0.25,-0.12,-0.1,0.05,0.06,,,,,,,,,,,,,,,
YOL063C,0.014126,,0.15,-0.17,-0.23,0,0.08,0.57,0.04,-0.01,-0.02,0.08,0.32,0.11,-0.22,0.03,-0.13,,,,,,,,,,,,,,,
YOL065C,7.2E-05,,0.17,-0.16,-0.28,-0.24,-0.16,0.23,-0.14,-0.19,-0.16,-0.06,0.41,-0.15,-0.16,-0.23,-0.19,,,,,,,,,,,,,,,
YOL067C,0.572834,,0.31,0.04,0.05,0,0.16,-0.14,-0.16,-0.16,-0.33,0.12,-0.25,0.13,-0.24,-0.32,-0.46,,,,,,,,,,,,,,,
YOL068C,0.002055,,-0.11,-0.39,-0.37,-0.21,-0.31,-0.01,-0.16,-0.14,-0.13,-0.12,0.06,-0.27,-0.04,-0.11,-0.15,,,,,,,,,,,,,,,
YOL071W,3E-06,,0.9,0.62,0.25,0.53,0.11,0.59,0.32,0.24,0.47,0.36,0.56,0.57,0.23,0.14,0.22,,,,,,,,,,,,,,,
YOL072W,0.003269,,0.08,0.16,-0.01,0.07,0.14,0.61,0.16,0.18,0.25,0.21,0.43,0.38,0.14,0.14,0.01,,,,,,,,,,,,,,,
YOL073C,1E-06,,0.7,0.12,0.34,0.23,0.32,1.09,0.25,0.2,0.17,-0.01,1.05,0.32,0.12,0.26,0.23,,,,,,,,,,,,,,,
YOL075C,0.005355,,-0.13,-0.03,0.06,0.09,0.04,-0.16,0.01,0.17,0.23,0.12,-0.19,0.08,0.03,0.21,0.03,,,,,,,,,,,,,,,
YOL077W-A,0.001461,,-0.29,1.02,0.2,1.27,1.52,-1.19,-0.06,0.25,0.54,0.65,-0.87,1.34,0.77,0.71,0.34,,,,,,,,,,,,,,,
YOL078W,0.03496,,-0.07,0.02,-0.12,-0.09,-0.13,-0.14,-0.14,-0.14,-0.1,0,-0.06,-0.01,-0.08,-0.09,-0.22,,,,,,,,,,,,,,,
YOL079W,0.603763,,0.14,0.05,-0.01,0.18,-0.03,0.04,0.04,-0.1,0.02,0.03,0.01,0.06,-0.06,-0.1,-0.02,,,,,,,,,,,,,,,
YOL080C,0,,-1.08,-0.69,-0.71,-0.93,-0.64,-1.68,-1.22,-1.19,-1.15,-0.55,-1.51,-0.93,-0.69,-1,-0.82,,,,,,,,,,,,,,,
YOL081W,0.000803,,0.44,-0.22,-0.13,-0.16,-0.09,0.59,0.17,0.06,0.07,-0.01,0.5,-0.08,-0.16,0.11,0.1,,,,,,,,,,,,,,,
YOL082W,0,,1.58,0.6,0.82,0.84,0.57,1.28,0.93,1.01,1.18,1.01,1.61,0.79,0.8,0.87,0.58,,,,,,,,,,,,,,,
YOL083W,3E-05,,0.79,0.22,0.17,0.34,0.28,0.83,0.67,0.56,0.48,0.62,0.74,0.48,0.2,0.12,0,,,,,,,,,,,,,,,
YOL085C,0.005363,,0.3,-0.19,-0.08,0.02,-0.09,0.5,0.06,-0.02,0.05,0.05,1.03,0.27,0.19,0.14,0.11,,,,,,,,,,,,,,,
YOL085W-A,1E-06,,1.04,0.55,0.54,0.86,0.71,1.15,0.97,0.44,0.75,0.43,1.47,1.3,0.78,1.13,1.35,,,,,,,,,,,,,,,
YOL086W-A,9.4E-05,,1.23,1.38,1.33,1.18,1.74,0.41,0.42,0.48,0.52,0.47,1.1,0.92,1.32,0.97,0.65,,,,,,,,,,,,,,,
YOL087C,0,,1.01,0.19,0.16,0.32,0.13,1.04,0.53,0.4,0.32,0.14,1.26,0.49,0.23,0.31,0.07,,,,,,,,,,,,,,,
YOL089C,4.9E-05,,0.33,0.19,0.13,0.16,0.02,0.95,0.16,0.23,0.34,0.23,0.82,0.36,0.26,0.32,0.18,,,,,,,,,,,,,,,
YOL091W,0.156318,,-0.02,-0.11,0.24,0.02,-0.09,0.01,0.15,0.04,0.19,0.08,0.1,0.15,0.1,0.27,0.15,,,,,,,,,,,,,,,
YOL092W,1E-06,,-1.03,-0.06,0.24,-0.09,0.15,-0.97,-0.33,-0.28,-0.29,0.16,-0.98,-0.23,0.16,-0.03,0.21,,,,,,,,,,,,,,,
YOL095C,0.346229,,-0.05,0.03,0.01,-0.11,-0.15,0.03,-0.02,0.02,0.02,-0.01,-0.01,-0.13,-0.07,-0.15,-0.12,,,,,,,,,,,,,,,
YOL096C,0,,0.67,0.27,0.07,0.21,0.03,0.58,0.19,0.15,0.05,0.12,0.75,0.35,0.12,0.18,0.01,,,,,,,,,,,,,,,
YOL097W-A,0.149907,,-0.26,-0.32,-0.35,-0.19,-0.44,0.03,0.19,-0.04,-0.04,0.07,-0.19,-0.56,-0.03,-0.44,-0.15,,,,,,,,,,,,,,,
YOL099C,0.443056,,0.09,0.08,0.01,0.1,0.17,-0.01,0.17,-0.01,-0.13,-0.04,0.06,0.05,-0.01,0,0.05,,,,,,,,,,,,,,,
YOL100W,1E-06,,0.65,0.31,0.2,0.18,0.01,0.95,0.34,0.21,0.21,0.23,0.77,0.28,0.06,0.05,-0.08,,,,,,,,,,,,,,,
YOL101C,0.024241,,-1.34,-0.17,0.55,0.02,0.08,-0.48,-0.53,-0.11,0.56,-0.38,-0.34,0.12,0.03,0.56,0.2,,,,,,,,,,,,,,,
YOL102C,0.000809,,-0.37,0.1,-0.29,-0.2,-0.07,-0.46,-0.09,0.04,-0.09,0.04,-0.63,-0.14,-0.08,-0.26,-0.32,,,,,,,,,,,,,,,
YOL103W,0,,-0.49,-0.53,-0.46,-0.54,-0.25,-0.56,-0.55,-0.33,-0.43,-0.22,-0.71,-0.68,-0.35,-0.42,-0.33,,,,,,,,,,,,,,,
YOL103W-A,0.367029,,-0.03,-0.21,-0.23,-0.14,-0.14,-0.09,0.05,-0.08,0.03,0.02,0.01,-0.03,-0.04,-0.01,-0.02,,,,,,,,,,,,,,,
YOL103W-B,0.594804,,0,-0.1,-0.1,-0.17,-0.17,0.01,0.04,0.03,0,0.02,0.1,-0.07,0.01,-0.05,-0.01,,,,,,,,,,,,,,,
YOL104C,0,,-0.58,-0.69,-0.58,-0.69,-0.54,-0.59,-0.37,-0.7,-0.61,-0.84,-0.59,-0.5,-0.69,-0.48,-0.6,,,,,,,,,,,,,,,
YOL105C,0.039168,,-0.03,0.01,0.17,0.11,0.31,0.59,-0.03,-0.2,0.16,0.07,0.64,0.57,0.07,0.45,0.46,,,,,,,,,,,,,,,
YOL106W,0.486291,,0.08,-0.06,0.03,-0.01,-0.05,-0.28,-0.25,-0.34,-0.81,-1,0.14,-0.06,0.15,-0.13,0.26,,,,,,,,,,,,,,,
YOL107W,0.002914,,0.2,-0.15,-0.05,0.01,0.35,0.33,0.02,0.2,0.14,0.12,0.54,-0.1,-0.13,0,0.27,,,,,,,,,,,,,,,
YOL108C,0.193789,,0.21,0.24,-0.07,-0.02,-0.17,0.2,-0.11,-0.08,-0.1,0.21,0.23,0.06,0.19,-0.1,-0.03,,,,,,,,,,,,,,,
YOL110W,0.00658,,-0.26,0.44,0.25,0.57,0.54,-0.18,0.09,0.19,0.21,0.3,-0.11,0.59,0.03,0,0.06,,,,,,,,,,,,,,,
YOL112W,0.000184,,-0.31,-0.04,-0.26,-0.32,-0.13,-0.35,-0.13,-0.21,-0.24,-0.11,-0.43,-0.24,-0.37,-0.45,-0.6,,,,,,,,,,,,,,,
YOL113W,2.3E-05,,0.23,0.4,0.18,0.06,0.16,0.39,0.31,0.09,0.01,0.11,0.38,0.3,0.07,0.06,-0.03,,,,,,,,,,,,,,,
YOL114C,5.3E-05,,0.34,0.45,0.3,0.35,0.27,0.19,0.14,0.19,0.13,0.21,0.49,0.31,0.21,0.42,0.2,,,,,,,,,,,,,,,
YOL115W,0,,-0.36,-0.31,-0.32,-0.31,-0.36,-0.72,-0.5,-0.47,-0.4,-0.18,-0.65,-0.42,-0.39,-0.37,-0.3,,,,,,,,,,,,,,,
YOL116W,0.000121,,0.46,0.29,0.14,0.26,0.22,0.54,0.18,0.08,0.08,0.33,0.39,0.17,0.06,0.05,-0.06,,,,,,,,,,,,,,,
YOL117W,0.000618,,0.42,0.2,0.14,0.19,0.14,0.59,0.28,0.26,0.23,0.19,0.41,0.04,-0.06,0.08,-0.17,,,,,,,,,,,,,,,
YOL118C,0.220901,,-0.04,-0.18,0.05,0.14,-0.01,0.23,-0.04,-0.02,0.01,0.24,0.16,0.04,0.04,0.09,0.08,,,,,,,,,,,,,,,
YOL119C,1E-06,,0.34,0.6,0.64,0.63,0.45,0.26,1.36,0.96,0.79,0.34,0.46,0.74,0.76,0.74,0.81,,,,,,,,,,,,,,,
YOL122C,4E-05,,-0.58,0.09,0.03,0.35,0.19,-0.74,-0.04,0.17,0.22,0.05,-0.5,0.22,-0.13,0.16,-0.05,,,,,,,,,,,,,,,
YOL125W,0,,-0.79,-0.25,-0.42,-0.4,-0.21,-1.12,-0.68,-0.6,-0.59,-0.34,-1.04,-0.42,-0.28,-0.4,-0.41,,,,,,,,,,,,,,,
YOL126C,0.000122,,0.77,1.35,0.76,-0.37,-0.33,0.88,0.44,0.81,0.44,-0.35,1.19,1.35,1.28,0.8,0.24,,,,,,,,,,,,,,,
YOL128C,0.000141,,-0.27,-0.12,-0.14,0.01,0.12,-0.6,-0.24,-0.26,-0.11,-0.03,-0.59,-0.31,-0.23,-0.1,-0.18,,,,,,,,,,,,,,,
YOL129W,0,,0.59,0.46,0.58,0.67,0.55,0.83,0.87,0.85,0.54,0.39,0.99,0.48,0.53,0.69,0.6,,,,,,,,,,,,,,,
YOL131W,2.1E-05,,0.88,-0.03,0.04,0.04,0.04,0.68,0.57,0.37,0.11,0.18,0.83,0.36,0.13,0.14,0.14,,,,,,,,,,,,,,,
YOL132W,0.88873,,-0.03,-0.05,-0.04,0,0.03,0.05,0.02,-0.04,0.11,0.05,0.04,0.07,0.05,0.05,-0.05,,,,,,,,,,,,,,,
YOL133W,0.000657,,1.05,0.43,0.16,0.27,0.35,0.82,0.42,0.15,0.36,0.69,0.39,0.07,0.14,-0.03,-0.03,,,,,,,,,,,,,,,
YOL134C,0.240353,,0.09,-0.11,0.11,-0.05,0.19,0.07,0.01,0.03,-0.04,0.01,0.19,0.18,0.07,0.1,0.09,,,,,,,,,,,,,,,
YOL135C,0.581814,,0.33,0.35,0.05,0.13,0.07,-0.15,0.06,-0.07,-0.02,0.21,-0.21,0.16,-0.08,-0.06,-0.18,,,,,,,,,,,,,,,
YOL136C,0.002135,,-0.38,-0.24,-0.03,0.16,-0.07,-0.05,-0.37,0.09,0.08,0.05,-0.3,-0.28,-0.01,0.08,0.21,,,,,,,,,,,,,,,
YOL137W,0.00409,,-0.34,-0.22,0,-0.09,0.14,-0.32,-0.09,-0.13,0.09,0.02,-0.22,0.01,-0.13,0.16,0.1,,,,,,,,,,,,,,,
YOL138C,0.029523,,-0.08,-0.18,-0.12,-0.1,-0.05,0.03,-0.05,-0.17,-0.04,-0.07,-0.07,0.02,-0.26,0.01,-0.13,,,,,,,,,,,,,,,
YOL141W,0,,-0.97,-0.73,-0.7,-0.39,-0.37,-1.28,-0.72,-0.77,-0.62,-0.29,-1.28,-0.56,-0.53,-0.54,-0.51,,,,,,,,,,,,,,,
YOL148C,0.038627,,0.13,0.44,0.21,0.33,0.13,0.06,-0.01,0.01,-0.05,0.03,0.22,0.29,0.15,0.12,0.1,,,,,,,,,,,,,,,
YOL150C,0.006446,,-0.21,-0.56,-0.17,-0.23,-0.04,0.22,-0.31,-0.33,-0.42,-0.38,-0.91,-1.04,-0.7,-0.54,-0.46,,,,,,,,,,,,,,,
YOL152W,0,,-1.2,-1.23,-1.11,-0.97,-1,-0.88,-0.85,-0.83,-0.78,-0.59,-1.26,-1.12,-1.15,-1.07,-0.84,,,,,,,,,,,,,,,
YOL153C,0,,1.11,0.6,0.59,0.65,0.75,1.9,0.72,0.69,0.85,0.65,2.33,1.02,0.67,0.85,0.67,,,,,,,,,,,,,,,
